,title,yes_disaster
4465,A Seismic Change in Predicting How Earthquakes Will Shake Tall Buildings,0
4466,"Tennessee Earthquake, Strongest in Decades, Jolts Homes in the Region and Atlanta",1
4467,Video of live TV interview shows the moment a powerful earthquake hit Iraq,1
4468,Iran-Iraq Earthquake Kills More Than 200 Near Border,1
4469,California Today: California Today: Who Owns the Risk for Earthquakes?,0
4470,Strong Taiwan quake topples buildings,1
4471,An Earthquake Damaged a Pyramid in Mexico—and Exposed an Aztec Temple Hidden Below,1
4472,University of Michigan launches outdoor lab for autonomous drones,0
4473,Zanu-PF purges itself to win back trust,0
4474,7.3-magnitude quake reported along Venezuelan coast,1
4475,California Today: California Today: Earthquake Insurance Sales Spiked in 2017,1
4476,Indonesia quake death toll 'at least 832',1
4477,Majestic dad eagle loses cool in front of his family as earthquake hits,1
4478,Artificial 'earthquake' detected in Mexico after World Cup goal,1
4479,How you can help victims of Indonesia's earthquake and tsunami,0
4480,How to Help Survivors of the Indonesia Earthquake and Tsunami,0
4481,"As a San Francisco Skyscraper Leans, a Call for Stricter Building Codes",0
4482,Indonesia earthquake and tsunami: Dead buried in mass grave,1
4483,"In Quake-Prone California, Alarm at Scant Insurance Coverage",0
4484,California Today: California Today: The Costs of Making Buildings Safer,0
4485,Update: No aftershocks expected after Shuswap earthquake - Salmon Arm Observer,1
4486,Powerful undersea earthquake prompts Alaska residents to scramble for higher ground,1
4487,"Trump Tower Meeting, Drone Attack, Indonesia: Your Monday Briefing",0
4488,California Today: California Today: What an Earthquake Could Do to the State’s Housing Crisis,0
4489,Peru: Earthquake leaves two dead and dozens injured,1
4490,Indonesia earthquake: 10 dead on tourist island Lombok,1
4491,Zakynthos earthquake: Greek island shaken by 6.4 tremor,1
4492,Uber changes its disaster response playbook,0
4493,Tremors in Delhi-NCR Areas After 4.0-Magnitude Earthquake Strikes UP's Shamli-Baghpat Region - News18,1
4494,Hackers Can Hijack Emergency Sirens With a Radio,0
4495,People are furious with Trump's decision to end temporary protection for Haitians,0
4496,The Meteorite Hunters Who Trade in Precious Space Debris,0
4497,"Earthquake-proof, book-filled home is a bookworm's dream",0
4498,"Donald Trump, Iran Earthquake, N.F.L.: Your Monday Briefing",0
4499,"Indonesia Tsunami and Quake Devastate an Island, Killing Hundreds",1
4500,"Earthquake hits Delaware, rattling windows as far as DC - Washington Post",1
4501,8.2-magnitude quake strikes off Alaska coast,1
4502,"Earthquake Shakes Southern California; No Injuries Reported, But Historic Ranch Damaged in 5.3 Magnitude Tremor - The Weather Channel",1
4503,Dozens missing after strong Japan earthquake and mudslides,1
4504,Facebook’s Year in Review confirms 2017 was terrible,0
4505,Nissan is using recycled Leaf batteries to power street lights,0
4506,How an Earthquake in Japan Triggered an Algae Invasion in the Pacific Northwest,1
4507,"After 7.0 Earthquake Shakes Alaska, Governor Says Impact Could Last ‘Quite Some Time’",1
4508,"Earthquake Jolts Tennessee, Felt in Atlanta - The Wall Street Journal",1
4509,"More than 1,200 were killed in Indonesia quake and tsunami",1
4510,Los Angeles earthquake: Magnitude 5.3 quake strikes off California - ABC15 Arizona,1
4511,NEW DETAILS: Why Atlanta felt an earthquake that struck in Tennessee - Atlanta Journal Constitution,1
4512,Study With One-Word Abstract Finds Moon Phases Don't Predict Earthquakes,0
4513,A Volcano Just Erupted in Tsunami-Rattled Indonesia,1
4514,Torrents of 'liquid soil' washed away buildings in Indonesia,1
4515,Trump Administration Ends Temporary Protection for Haitians,0
4516,"Asia and Australia Edition: Earthquake, Saudi Arabia, Malaysia: Your Tuesday Briefing",0
4517,This week's earthquake cluster is the new normal in Oklahoma. Here's why.,0
4518,"More than 1,000 aftershocks rock region after big quake in Alaska",1
4519,The Anchorage Earthquake Was Terrifying. But the Damage Could’ve Been Much Worse.,0
4520,Fukushima disaster: Touring a destroyed school,0
4521,Tremors felt across parts of UK,0
4522,How Volcanic Activity Can Spawn Tsunamis,0
4523,What's the Ideal Number of Humans on Earth?,0
4524,Facebook Community Help crisis tool is no longer limited to individuals,0
4525,"Hundreds Confirmed Dead in Indonesian Tsunami, With Officials Warning Toll Will Rise",0
4526,California Today: California Today: A Pulitzer Brings Bittersweet Pride to Santa Rosa,0
4527,Indonesia's Tsunami-Detection Buoys Haven't Worked In Years,0
4528,Magnitude 3.8 Earthquake Rattles San Jose - NBC Bay Area,1
4529,The Latest: 3 confirmed dead in western Japan earthquake - Miami Herald,1
4530,Strong Quake Rocks Venezuela But Causes Little Damage. Why? - The Weather Channel,0
4531,The hardest part of preparing for disasters is overcoming human nature,0
4532,Nepal election: First poll since civil war ended,0
4533,AI developed by Google and Harvard could help predict earthquake aftershocks,0
4534,Strong Quake Strikes in Northeastern Venezuela,0
4535,"Ohio Special Election, Tesla, Alex Jones: Your Wednesday Briefing",0
4536,"Strong quake near Osaka, Japan, kills 4, knocks over walls - The Mercury News",1
4537,"YouTube Shooting Spree Injures 4, Kills 1",0
4538,Why Even a Baby Tsunami Can Trigger a Warning,0
4539,"Injuries, Damage Reported in Haiti After Powerful 5.9 Earthquake Strikes - The Weather Channel",1
4540,"A Desperate Search for Survivors as the Earthquake, Tsunami Claims 1234 Lives in Indonesia - The Weather Channel",1
4541,2017 earthquake off Mexico broke through an entire tectonic plate,1
4542,Hundreds injured as major earthquake strikes Iran,1
4543,7.1 Magnitude Earthquake Strikes Near Coast of Peru - The Weather Channel,1
4544,Another quake rattles the West Coast. What's going on with the Ring of Fire? - Sacramento Bee,1
4545,Chilling photos of San Francisco after the 1906 earthquake and fires set the city ablaze,0
4546,South Korea quake was second-strongest on record,0
4547,Magnitude 3.6 earthquake hits near Windsor - The Detroit News,1
4548,"4.5-magnitude earthquake jolts the Cabazon area in Riverside County, two smaller quakes follow - Press-Enterprise",1
4549,Devastating photos show the damage from the 1994 Northridge earthquake in Los Angeles. It could pale in comparison to the next 'Big One.',1
4550,Magnitude 7.0 Earthquake Shakes Alaska; Tsunami Warning In Effect,1
4551,The Alaska earthquake didn't kill anyone. And it's thanks to a small change the state made 50 years ago.,0
4552,LiDAR strips landscapes down to their bare glory,0
4553,"Japan Earthquake Kills 3, Injures More Than 300 - The Weather Channel",1
4554,Death Toll In Papua New Guinea Quake Rises To 31,1
4555,"Security Clearances, Nipsey Hussle, April Fools’: Your Monday Evening Briefing",0
4556,You can thank this cool grandma for Mexico's big World Cup win,0
4557,"Stocking up on bread and milk before the storm? Buy these items instead, SC officials say - The State",0
4558,"Indonesia Earthquake, Tsunami Causes Major Damage on Sulawesi Island - The Weather Channel",1
4559,Panic Buying In Osaka After Today's Earthquake,0
4560,Pinoys safe after eruption of Italy's Mount Etna - ABS-CBN News,0
4561,6.9 Magnitude Earthquake Kills At Least 82 in Indonesia a Week After Another Deadly Temblor - The Weather Channel,1
4562,A strong earthquake rocked Indonesia's popular island Bali — just weeks after a tsunami and earthquake devastated the country's north,1
4563,"Magnitude 5.9 quake strikes northern Haiti, causing injuries - Reuters",1
4564,Japan government says quake-hit Hokkaido's main power plant damaged,0
4565,The underground ice wall defending Fukushima’s nuclear power plant - CNET,0
4566,San Francisco is building skyscrapers like crazy — and there could be a deadly downside,0
4567,Fears of new Indonesia tsunami as Anak Krakatau volcano seethes,0
4568,Slanted bookshelf that's climbable and earthquake resistant,0
4569,Forecasting earthquake aftershock locations with AI-assisted science,0
4570,"Powerful quake kills 82 on Indonesia's Lombok, tourists flee",1
4571,Lombok quake: Thousands evacuated after dozens die on Indonesia island,0
4572,Indonesian quake: Bodies found in church buried by landslide,1
4573,Magnitude 7.6 quake hits in Caribbean north of Honduras - WPXI Pittsburgh,1
4574,"Ring of Fire's volcanic and quake activity is normal, say scientists - BBC News",0
4575,Kilauea: Hawaii volcano destroys dozens of homes,1
4576,"The Latest: Tsunami threat cancelled for Peru, Chile - SFGate",1
4577,5.8 Magnitude Earthquake Strikes Off Northern California Coast: USGS - NBC Bay Area,1
4578,California Today: California Today: How Much Is a Safe Building Worth?,0
4579,Death toll soars in China chemical blast,0
4580,Submarine Cables Could be Repurposed as Earthquake Detectors,0
4581,The San Francisco Bay Area has an earthquake 'time bomb' that could devastate the region — and it's worse than we thought,0
4582,At Least 1 Dead in Peru After 7.1 Magnitude Earthquake,1
4583,Magnitude 7.8 quake strikes off Central America: USGS,1
4584,"U.S. Pacific Northwest under-prepared for tsunamis, experts say",0
4585,Scientists discovered a strange movement under the San Andreas fault — and they warn that an earthquake named the 'Big One' is on its way,0
4586,Bulletin Board: ‘A World of Misery Few of Us Really See’: Readers and a Bureau Chief Discuss Haiti’s Abandoned Dead,0
4587,"Asia and Australia Edition: Najib Razak, Kim Jong-un, Syria: Your Friday Briefing",0
4588,Indonesia tsunami: Death toll from Anak Krakatau volcano rises,1
4589,Mexico hit by a massive 7.5 magnitude earthquake,1
4590,Powerful earthquake strikes off Taiwan's east coast - CBS News,1
4591,The News Alerts of 2017,0
4592,This Week's Nintendo Direct Delayed After Earthquake,1
4593,How to Help Survivors of the Tsunami in Indonesia,0
4594,Police investigate reported shooting at YouTube HQ,0
4595,"Japanese Nuclear Plant on Emergency Power After Quake, But Little Risk of Fukushima-Type Event",1
4596,Repairing Japanese Castles Looks Tricky,0
4597,Helping Indonesia prepare for disasters,0
4598,"Another strong quake hits Indonesia's Lombok, buildings collapse: witness",0
4599,Japanese nuclear station on emergency power after quake revives Fukushima memories,0
4600,This earthquake early warning system headed for Seattle could save your life - Q13 FOX,0
4601,"6.4 Magnitude Quake Hits Taiwan, At Least 2 Dead",1
4602,"Death toll jumps to 384 after tsunami, quake in Indonesia",1
4603,"Indonesia steps up race to find survivors as quake toll passes 1,200",1
4604,"Rescuers search for survivors of Indonesian quake, tsunami",1
4605,Mexico launches $7.4bn Tren Maya railway project,0
4606,Hurricane Michael: Major Storm Bears Down on Florida Panhandle,1
4607,PSVR's 'Ghost Giant' turns the world into your sandbox,0
4608,"Ready, Set, Raise is a new accelerator built for women by women",0
4609,"Now Fighting for Top Tech Talent: Makers of Turbines, Tools and Toyotas",0
4610,'Were you uprooting terrorists or trees?' Navjot Singh Sidhu asks if air strikes were 'poll gimmick' - Scroll.in,0
4611,Were You Uprooting Terrorists or Trees? Sidhu Takes a Dig at Centre Over IAF Strikes - News18,0
4612,How the Weather Channel is documenting the damage of climate change,0
4613,Scottish Conservative Leader Ruth Davidson Gives Birth to Baby Boy,0
4614,The Crux of Adulthood: From Choosing and Pursuing to Maintaining and Building,0
4615,A 1970s Essay Predicted Silicon Valley's High-Minded Tyranny,0
4616,Next Avenue: Should you uproot your life to be closer to your aging parents?,0
4617,"I Just Accidentally Re-Liked Hundreds of Old Tweets and I’m So, So Sorry",0
4618,The YouTube Celebrity Taking the H-1B Visa Fight Public,0
4619,"A Food Blogger's Ontario Home is Minimal, Monochromatic, and Marvelous — House Tour",0
4620,A Sunny Micro Studio in Georgia — House Call,0
4621,"Day After Seat-Sharing Agreement, Sena Targets BJP Over Pulwama Terror Attack - News18",0
4622,"From Offices to Disney World, Employers Brace for the Loss of an Immigrant Work Force",0
4623,"Wounded and alone, children emerge from last Islamic State enclave",0
4624,Western Union CEO: Removing banking fees is not sustainable,0
4625,Seattle And The Socialist: The Battle Raging Between Amazon And The Far Left,0
4626,Edible insects: Where to find the world's tastiest insects,0
4627,Wealthfront has a new financial-planning service that helps people plan sabbaticals to travel the world — here's how it works,0
4628,"Elephant trunks are like the human tongue, arm, and nose combined into one incredible organ",0
